recall_number,status,classification,state,country,recalling_firm,product_description,reason_for_recall,voluntary_mandated,recall_initiation_date,report_date,termination_date
F-0375-2015,Terminated,Class II,MI,United States,"Good Herbs, Inc.","Good Herbs, Inc., PARSLEY, 1 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Products not manufactured under GMP's,Voluntary: Firm initiated,20140505,20141105,20160203
F-1185-2019,Terminated,Class I,PA,United States,Utz Quality Food Inc,"Bachman Original Twist Pretzels,10 oz.Bag (flexible film) UPC: 0-77817-10580-8","Utz Quality Food, LLC is initiating a recall of Bachman Original Twist Pretzels,10 oz.Bag (flexible film) Net Wt.: 10 oz.,  UPC: 0 77817 10580 8 , because of Undeclared milk allergen.   Butter Twist  pretzels mistakenly packaged into regular  Pretzel Twist  bags.",Voluntary: Firm initiated,20190225,20190403,20190627
F-1464-2023,Terminated,Class II,NH,United States,C & S Wholesale Grocers Inc.,The following items sold at Stop & Shop stores located in the New York Metro Region:  Tofurky Holiday Ham Roast Nasoya Tofu X-Firm Twin Pack Field Roast Apple Vegan Sausage Field Roast Veggie Burger Lightlife Jackfruit Nasoya Thai Basil Dumpling Field Roast Italian Sausage Field Roast Apple Sausage BBQ Jackfruit Tex Mex Jackfruit Lightlife Sausage Chorizo  Nasoya Organic Tofu Firm Nasoya Zesty Mex Skillet Field Roast Chipotle Sausage Nasoya Super Firm Sprouted Tofu Lightlife Smart Sausage Italian Lightlife Smart Slice Turkey Nasoya Extra Firm Tofu Lightlife Smart Bacon Upton's Naturals Jackfruit Thai Curry Smart Dogs Plant Based Hot Dogs Nasoya Organic Super Firm Tofu Tofurky Italian Sausage Lightlife Smart Ground Crumbles Lightlife Smart Ground Mexican Crumbles Tofurky Oven Roasted Deli Slices,Perishable products were not held at an appropriate temperature.,Voluntary: Firm initiated,20230719,20230906,20230927
F-0165-2017,Terminated,Class II,PA,United States,BIMBO Bakeries USA Inc.,"Entenmann's Little Bites Variety - 20 pouches labeled for resale  10 Chocolate Chip; 5 Blueberry; 5 Fudge Brownie;  Net Wt 2 lbs.;  Distributed by: Entenmann's Inc., General Offices, PO #976, Horsham, PA 19044.  Best by: September 24, 2016/ 3098;  UPC:7203001799",Presence of plastic in muffins and brownies.,Voluntary: Firm initiated,20160830,20161026,20170629
F-1302-2019,Terminated,Class II,WI,United States,"American Pasteurization Company, LLC","Mediterranean Brands Callaloo Greens, Product 6017.  Net Weight 15.0 lbs (6.90 Kgs).  Keep Frozen.  Manufactured for:  MBI, Glenview, IL  60025",Callaloo Greens are being recalled due to potential contamination with foreign material (plastic).,Voluntary: Firm initiated,20190409,20190501,20190806
F-1943-2012,Terminated,Class II,NJ,United States,Baroody Imports Inc.,Chiclets Chewing Gum Fruit Flavors; Made in Lebanon; Manufactured by Cadbury Adams Middle East S.A.L.,Baroody Imports Inc. is voluntarily recalling Chiclets Chewing Gum (Fruit Flavors) due to Misbranded/Unsafe Color Additives.,Voluntary: Firm initiated,20120329,20120822,20150804
F-3129-2017,Terminated,Class II,IL,United States,Newly Weds Foods Inc,"A99824, BREADER X1, NET WT 35 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Product may contain undeclared milk.,Voluntary: Firm initiated,20170503,20170726,20190805
F-0378-2015,Terminated,Class II,MI,United States,"Good Herbs, Inc.","Good Herbs, Inc., PEPPERMINT, 1 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Products not manufactured under GMP's,Voluntary: Firm initiated,20140505,20141105,20160203
F-0493-2018,Terminated,Class II,OH,United States,The Kroger Co,"Comforts FOR BABY Purified Water with Flouride Added. 1 GAL (3.78 L)  DISTRIBUTED BY THE KROGER CO., CINCINNATI, OHIO 45202",the firm received a complaint of mold found in the product.,Voluntary: Firm initiated,20170703,20171213,20180314
F-3000-2017,Terminated,Class II,IL,United States,Newly Weds Foods Inc,"A22178, BATTER MIX X1, NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Product may contain undeclared milk.,Voluntary: Firm initiated,20170503,20170726,20190805
F-0243-2015,Terminated,Class II,MI,United States,"Good Herbs, Inc.","Good Herbs, Inc., FLOWER ESSENCE WILLOW, 1 & 4 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Products not manufactured under GMP's,Voluntary: Firm initiated,20140505,20141105,20160203
F-2254-2016,Terminated,Class I,MA,United States,"Atlantic Spice Co., Inc.","Atlantic Spice Cranberry Health Mix, packaged in a 16 oz, clear plastic bag; #1947",Product was processed on the same equipment as product possibly contaminated with Listeria monocytogenes.,Voluntary: Firm initiated,20160602,20160921,20190719
F-0754-2018,Terminated,Class II,NY,United States,"Wegmans Food Markets, Inc.","Wegmans Ready To Cook Lobster & Shrimp Steam Pot, Sold by the lb. UPC: 2-16326-00000",Products may contain undeclared soy lecithin.,Voluntary: Firm initiated,20180119,20180207,20180426
F-2463-2015,Terminated,Class I,TX,United States,"Blue Bell Creameries, L.P.",Blue Bell Ice Cream Dutch Chocolate One Pint (473mL) and Half Pint Size,Five patients who were treated in a single hospital in Kansas were infected with one of four rare strains of Listeria monocytogenes.,Voluntary: Firm initiated,20150313,20150701,20161103
F-0448-2019,Terminated,Class I,FL,United States,Working Cow Homemade Inc.,"French Vanilla Ice Cream, 3 gallons",Products may be contaminated with  Listeria monocytogenes.,Voluntary: Firm initiated,20180928,20181121,20190426
F-1732-2012,Terminated,Class III,MI,United States,"H & L Jerch Sales, Inc.",Middle-Age Energy Booster bottles of 60 tablets taken orally Nokomis Research Inc  Bell Lifestyle Products #65,"The products contain synthetic equivalents of spermine and/or spermidine, which are constituents or extracts of an herb or other botanical, and the that a synthetic copy of a constituent or extract of an herb or other botanical is not a dietary ingredient, and such ingredients must be approved for use in supplements.  The use has not been approved.",Voluntary: Firm initiated,20120611,20120718,20130212
F-0693-2013,Terminated,Class I,KY,United States,Kennys Farmhouse Cheese,"Awe Brie  Sizes could be 8oz packages, 1.5lbs packages, 3.5lbs packages, 7lbs packages, or 15lb wheel  Packaging could be vacuum packed bags, paper wrap, or plastic wrap",Due to possible Listeria monocytogenes contamination,Voluntary: Firm initiated,20121002,20121121,20140512
F-1688-2022,Terminated,Class III,IA,United States,"Kent Precision Foods Group, Inc.",Thick-It Original Food & Beverage Thickener 6/36 oz. jars per case,Food and beverage thickener recalled because of possible insanitary conditions during manufacturing,Voluntary: Firm initiated,20220609,20220914,20221220
F-0353-2018,Terminated,Class II,PA,United States,"Giant Eagle, Inc.","Market District Coffee Beans covered in Dark Chocolate; Net Wt. 8 OZ.; Contains Soy; May Contain: Milk  Manufactured in a plant that processes wheat, peanuts, tree nuts and eggs.; Distributed by Giant Eagle, Inc., Pittsburgh, PA 15238-2809","On 10/30/2017, Giant Eagle received notice from their contract manufacturer to recall Market District Coffee Beans Covered in Dark Chocolate due to undeclared milk in the dark chocolate. Giant Eagle product labels do carry the advisory statement ""May Contain Milk"".",Voluntary: Firm initiated,20171030,20171115,20200515
F-0542-2022,Terminated,Class I,IL,United States,Fresh Express Inc (Div of Chiquita Brands),"""Chopped Caesar"" (salad product) packed in 9.4oz., 10.4oz., and 10.5oz. packages",potential to be contaminated with Listeria monocytogenes,Voluntary: Firm initiated,20211218,20220202,20230517
F-1558-2022,Terminated,Class I,ID,United States,Albertsons Companies LLC,"Ready Meals Crab & Shrimp w/Ccktl   SCE NET WT 12 OZ CAL 310 NET WT. 0lb 12oz (340g) ready2eat UPC 23253500000  Store Banners: ACME, Albertsons, Andronico s Community Markets, Balducci s, Carrs-Safeway, Eagle, Jewel-Osco, King s, Pak  N Save, Safeway, Shaw s, Star Market, Vons","Undeclared allergens; fish, shellfish, egg, wheat, and soy",Voluntary: Firm initiated,20220713,20220824,20220929
F-0668-2014,Terminated,Class I,WI,United States,"Garden-Fresh Foods, Inc.","Spoon River Pimiento Spread, 0 11596 55678 9,	1/5 lb","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.",Voluntary: Firm initiated,20131030,20131211,20140313
H-0023-2025,Terminated,Class I,TX,United States,Sysco Corporation,RTSALSA1LB	1#	EAST COAST FRESH	Salsa Cup - 1 lb	ALL LOT CODES SAL20	5#	EAST COAST FRESH	EC-Salsa- Fresh 5#	ALL LOT CODES SAL210	6/1#	EAST COAST FRESH	Salsa- Fresh Retail 6x1# (E)	ALL LOT CODES SAL45	20#	EAST COAST FRESH	EC-Salsa- Fresh 20#	ALL LOT CODES SAL48	7#	EAST COAST FRESH	EC-Salsa- Mild 7# (E)	ALL LOT CODES RTSALSA1LB	1#	EAST COAST FRESH	Salsa Cup - 1 lb	ALL LOT CODES SAL20	5#	EAST COAST FRESH	EC-Salsa- Fresh 5#	ALL LOT CODES SAL21	6/1#	EAST COAST FRESH	EC-Salsa- Fresh Retail 6x1#	ALL LOT CODES SAL210	6 / 1#	EAST COAST FRESH	SALSA RETAIL 1# CUP (6/CASE)	ALL LOT CODES SAL45	20#	EAST COAST FRESH	EC-Salsa- Fresh 20#	ALL LOT CODES SAL460	6 / 1#	EAST COAST FRESH	Salsa HOT 6/1#	ALL LOT CODES SAL519	6/1#	EAST COAST FRESH	Salsa HOT 6/1lb TOPS (E)	ALL LOT CODES SAL532	6/1#	TOPS	SALSA RETAIL 1lb CUP (6/CASE)- TOPS (E)	ALL LOT CODES SAL540	6/30oz	WELLSLEY FARMS	Wellsley Farms Mild Salsa 6/30oz (E)	ALL LOT CODES SALSA166WEIS	6/16 oz	WEIS	SALSA MILD 6/16oz WEIS	ALL LOT CODES SALSABUCKET20	20#	EAST COAST FRESH	Salsa Fresh Bucket 20#	ALL LOT CODES SALSAHOT1	1#	EAST COAST FRESH	Salsa Hot 1 lb	ALL LOT CODES SALSAHOT61	6/1#	EAST COAST FRESH	Salsa HOT 6/1#	ALL LOT CODES SALSAHOT61TOPS	6/1 #	TOPS	Salsa HOT 6/1# TOPS	ALL LOT CODES SALSAHOTAHOLD	6/1 #	AHOLD	Salsa HOT 6/1# - AHOLD	ALL LOT CODES SALSARET1	6/1#	EAST COAST FRESH	SALSA RETAIL 1# CUP (6/CASE)	ALL LOT CODES SALSARET121	12/1#	AHOLD	Salsa Retail 12/1#- AHOLD	ALL LOT CODES SALSARET1NL	6/1 #	EAST COAST FRESH	SALSA RETAIL 1# CUP (NL) (6/CASE)	ALL LOT CODES SALSARET1TOPS	6/1#	TOPS	SALSA RETAIL 1# CUP (6/CASE)- TOPS	ALL LOT CODES SALSATUB51	5#	EAST COAST FRESH	Salsa Fresh 5#	ALL LOT CODES SALSAWELLFMD306	6/30 OZ	WELLSLEY FARMS	Wellsley Farms Mild Salsa 6/30oz	ALL LOT CODES  SAL519	6/1#	EAST COAST FRESH	Salsa HOT 6/1lb TOPS (E)	ALL LOT CODES SAL532	6 / 1#	TOPS	SALSA RETAIL 1lb CUP (6/CASE)- TOPS (E)	ALL LOT CODES SAL540	6/30oz	WELLSLEY FARMS	Wellsley Farms Mild Salsa 6/30oz (E)	ALL LOT CODES SALSA166WEIS	6/16oz	WEIS	SALSA MILD 6/16oz WEIS	ALL LOT CODES SALSABUCKET20	20#	EAST COAST FRESH	Salsa Fresh Bucket 20#	ALL LOT CODES SALSAHOT1	1#	EAST COAST FRESH	Salsa Hot 1 lb	ALL LOT CODES SALSAHOT61	6 / 1#	EAST COAST FRESH	Salsa HOT 6/1#	ALL LOT CODES SALSAHOT61TOPS	6 / 1#	TOPS	Salsa HOT 6/1# TOPS	ALL LOT CODES SALSAHOTAHOLD	6 / 1#	AHOLD	Salsa HOT 6/1# - AHOLD	ALL LOT CODES SALSARET1	6 / 1#	EAST COAST FRESH	SALSA RETAIL 1# CUP (6/CASE)	ALL LOT CODES SALSARET121	12 / 1#	AHOLD	Salsa Retail 12/1#- AHOLD	ALL LOT CODES SALSARET1NL	6 / 1#	EAST COAST FRESH	SALSA RETAIL 1# CUP (NL) (6/CASE)	ALL LOT CODES SALSARET1TOPS	6 / 1#	TOPS	SALSA RETAIL 1# CUP (6/CASE)- TOPS	ALL LOT CODES SALSATUB51	5#	EAST COAST FRESH	Salsa Fresh 5#	ALL LOT CODES SALSATUB71	7#	EAST COAST FRESH	Salsa Fresh Tub 7 lbs	ALL LOT CODES SALSAWELLFMD306	6 /30 oz	WELLSLEY FARMS	Wellsley Farms Mild Salsa 6/30oz	ALL LOT CODES,Cucumbers have the potential to be contaminated with Salmonella,Voluntary: Firm initiated,20250521,20250618,20260206
H-0394-2026,Terminated,Class II,CA,United States,Sanders Candy Factory Inc,Frosted Almond; 20 lbs (bulk);  No UPC#  Bulk Product Code: 23208,elevated levels of aflatoxin,Voluntary: Firm initiated,20250325,20260121,20260804
F-0713-2021,Terminated,Class I,NY,United States,Banner Smoked Fish Inc.,"Banner Smoked Fish Inc. brand Sliced Gravad Lox (Salmon, Salt, Dill weed, Pepper, Natural Hardwood Smoke, Sodium Nitrite)",Product may be contaminated with Listeria monocytogenes.,Voluntary: Firm initiated,20210601,20210630,20211116
H-0424-2026,Terminated,Class II,CA,United States,"Prima Vera Nueva, Inc.","Mushroom, Spinach & Salsa Tamales with 2 Cheeses  Ingredients: Organic Corn Flour Masa, Mushrooms, Spinach, Onions, Jalapenos, Jack and White Cheddar Cheese (pasteurized milk, cheese cultures, salt and enzymes), Butter, Salt, Spices, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Corn Starch and Monocalcium Phosphate).  Microwave: In husk approx. 90 seconds per tamale. Steam: In husk approx. 15 minutes.  Primavera 17070 Sonoma Hwy. Sonoma, CA 95476 (707) 939-9350 Perishable Keep Refrigerated Net Wt. 24oz.  UPC: 748732000249",Potential contamination with biological hazards (Listeria monocytogenes).,Voluntary: Firm initiated,20251212,20260204,20260624
F-0193-2018,Terminated,Class I,CA,United States,"Mann Packing Company, Inc.","Western Family  Spicy Southwester Kale Kit, 22.8 OZ bags  UPC  062639352301- Canada",CFIA sampled one salad product which resulted in a positive result for Listeria monocytogenes.,Voluntary: Firm initiated,20171019,20171115,20171205
F-0846-2023,Terminated,Class II,FL,United States,Windy Hill Chocolate LLC,Coffee Bonbon,"Undeclared Allergens: Soy, Milk and Tree Nuts",Voluntary: Firm initiated,20230322,20230517,20230731
F-2466-2015,Terminated,Class I,TX,United States,"Blue Bell Creameries, L.P.",Blue Bell  Sherbert Orange One Quart Naturally Low Fat,Five patients who were treated in a single hospital in Kansas were infected with one of four rare strains of Listeria monocytogenes.,Voluntary: Firm initiated,20150313,20150701,20161103
F-0244-2017,Terminated,Class I,NY,United States,SM Fish Corp.,"OSSIE'S SHMALTZ HERRING, NET WT. 8 OZ., UPC 739885104182; -- Far Rockaway, NY 11691 --- The product is packed in a plastic deli tub.",The products have the potential to be contaminated with Listeria monocytogenes based on the findings of the bacteria in the plant via FDA environmental sampling plus the district's inspectional findings,Voluntary: Firm initiated,20160915,20161102,20170417
F-0395-2023,Terminated,Class III,NJ,United States,Snack Innovations Inc.,Drizzilicious Mini Rice Cake bites Net Wt. 4oz and/or .74oz  Bags Salted Caramel UPC:857900005167 and 857900005181 Packaged in a plastic bags Product also packed in the Drizzilicious mini rice cakes 32-ct Variety box,May contain undeclared peanut residue.,Voluntary: Firm initiated,20230120,20230308,20230809
F-1709-2024,Terminated,Class I,OH,United States,RS Hanline and Company Inc,"Freshire Farms - Green Peppers packaged in plastic bags containing 3 peppers, 16 bags per case",Potential contamination with Listeria monocyotgenes,Voluntary: Firm initiated,20240719,20240821,20240827
F-0822-2017,Terminated,Class II,WA,United States,"Northern Fish Products, Inc.","""***PREMIUM SMOKED SALMON***CRACKED PEPPER*** NET WT: 4OZ***Packaged 5 lbs case 20/4oz vacuum packages/case. Cardboard type label is folded over and affixed to the top of the package.  Sell by date is marked on the label by the consignee.  UPC 7 02772 00560 2.","Northern Fish Products is recalling hot smoked salmon, black cod, steelhead, and trout, with the exception of hot jerky salmon and jerky salmon due to undeclared soy.",Voluntary: Firm initiated,20161110,20161228,20170131
F-0408-2013,Terminated,Class I,NM,United States,"Sunland, Incorporated","Sunland Sesame Tahini, 40 lbs, UPC 4868771725, manufactured by Sunland, Inc, Portales, NM 88130.","Sunland, Inc. is conducting a voluntary limited recall of its Almond, Peanut, and Cashew Butter products and Tahini and Roasted Blanched Peanut Products, manufactured between May 1, 2010 and September 24, 2012, because these products may be contaminated with Salmonella.",Voluntary: Firm initiated,20120924,20121031,20141001
F-2251-2012,Terminated,Class I,WI,United States,"Garden-Fresh Foods, Inc.","Red Potato Salads: 1) Garden-Fresh Red Potato Salad, 2 lb., 0 11596 24205 7; 2) Weis Red Potato Salad, 16 oz., 0 41497 05848, 5 lb., 0 11596 51105 4","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.",Voluntary: Firm initiated,20120727,20120919,20121115
F-1952-2019,Terminated,Class II,CA,United States,Growers Express                                    S,"Green Giant Fresh Butternut Squash Diced.  12 oz. (340 g) plastic bag  UPC: 605806138010; Item number BNC101101    Perishable, Keep Refrigerated  Distributed by Growers Marketing LLC, Salinas, CA",Firm received notification of a positive L. mono test result from a random sample taken from of one our customer's retail locations by the Massachusetts Department of Public Health.,Voluntary: Firm initiated,20190628,20190807,20191122
F-1070-2015,Terminated,Class I,NJ,United States,N.A.C. Foods,"Rosa Maria Ground Cumin, (Comino Molido), 6 oz. (173g), UPC 707425-16041-7, Packed by NAC Foods Corp., Palisades Park, NJ.",N.A.C. Foods initiated this recall because Mimi's Products Ground Cumin and Rosa Maria Ground Cumin may contain undeclared peanut protein.,Voluntary: Firm initiated,20141224,20150218,20180719
F-0539-2014,Terminated,Class I,WI,United States,"Garden-Fresh Foods, Inc.","Garden-Fresh Whole Wheat Pasta With Sun Dried Tomatoes,Product Code  0 11596 52094 0	,1/5 lb","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.",Voluntary: Firm initiated,20131030,20131211,20140313
F-1646-2015,Terminated,Class II,CA,United States,Health One Pharmaceuticals Inc,"Slimin, 80 Veggie Capsules, 400 mg",Health One Pharmaceuticals is recalling dietary supplements due to significant violations of the cGMP regulations for dietary supplements.,Voluntary: Firm initiated,20150204,20150408,20150331
H-0968-2026,Terminated,Class II,ID,United States,Albertsons Companies LLC,UPC 25185700000 COOKIE GOURMET DUBAI 1CT                             This is Albertson's store-made item and sold by unit at point of sale with grocery store's scale label.,Contains statement does not declare Pistachio.,Voluntary: Firm initiated,20260506,20260610,20260702
F-1478-2023,Terminated,Class I,NY,United States,"Real Kosher Ice Cream, Inc.",Soft Serve on the Go brand Razzle n' Dazzle Peanut Butter flavor; 8 fl oz; UPC 0-91404-15133-7,Product may be contaminated with Listeria monocytogenes.,Voluntary: Firm initiated,20230808,20230830,20240614
F-0760-2014,Terminated,Class II,MO,United States,National Enzyme Co,"Northern Nutrition, Pro-3-Zyme, packaged in 180-capsule bottles (SKU 53373). Firm name on the label is Northern Nutrition, LLC, Shipshewana, IN;",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Voluntary: Firm initiated,20131030,20131225,20150303
F-1024-2023,Terminated,Class II,MA,United States,Cricket Creek Farm LLC,Cricket Creek Farm brand Berkshire Bloom Cheese,Products were not properly pasteurized.,Voluntary: Firm initiated,20230525,20230712,20240416
F-0371-2017,Terminated,Class I,NY,United States,Glenn Wayne Wholseale Bakery Inc.,"7-ELEVEN FRESH TO GO CHOCOLATE CHUNK COOKIE, NET WT. 4 OZ., UPC 052548558741; Manhattan UPC: 052548570668 --",The finished cookie product may contain undeclared peanuts.,Voluntary: Firm initiated,20160426,20161109,20161115
F-1297-2017,Terminated,Class II,MD,United States,"Chesapeake Spice Company, LLC",ENCHILADA SEASONING    NET WEIGHT: 50. 00  LBS,Milk Ingredient that was recalled went into  Chesapeake Spice products.,Voluntary: Firm initiated,20161216,20170125,20170215
F-1155-2013,Terminated,Class I,FL,United States,"Publix Super Markets, Inc.",Publix Chocolate Ganache cake  Scale ID Number * 002-94078-00000 *The last five digits of the scale ID number contain the unit price. For example $4.99 would have the last five digits ending 00499.,Maplehurst Deli-Bake South Inc. the cake supplier notified Publix Super market of a contamination with Listeria Monocytogenes on 11/15/2012.,Voluntary: Firm initiated,20121115,20130320,20130517
F-0043-2018,Terminated,Class I,OR,United States,Pacific Coast Fruit Company,"Vegetable Tray, 2/25 oz., RETAIL item # 71444, Pacific Coast Fruit brand, UPC 20728 71444    Ingredients: Broccoli, Cauliflower, Cherry Tomato,  Baby Carrots.","Pacific Coast Fruit Company, Portland, Oregon is voluntarily recalling multiple types of bagged processed salads based on the potential contamination of Listeria monocytogenes.  The firm utilized a portion of the salads that were recalled by their supplier.",Voluntary: Firm initiated,20171020,20171108,20171205
F-0648-2017,Terminated,Class I,NY,United States,E S Foods,"Chicken/BBQ, Item # 61405",A potential for Listeria monocytogenes contamination was verified by the sunflower kernel raw material supplier.,Voluntary: Firm initiated,20160519,20161214,20170417
F-1491-2016,Terminated,Class II,NJ,United States,"Oasis Trading Co., Inc.","Pocahontas Clear Liquid Frying Shortening, Net Wt. 35 LB (15.88), Distributed by Progressive Group Alliance, Inc., Richmond, VA 23228, UPC 7 32146 18196 0",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Voluntary: Firm initiated,20160212,20160622,20170627
F-1447-2017,Terminated,Class II,TX,United States,"Circle U Foods, Inc","Circle U Foods, Inc. Product Code: 100002 AF/TV Taco Seasoning Bag Weight: 1.1250 Lbs.",Potential  glass inclusion,Voluntary: Firm initiated,20170124,20170215,20170511
F-0204-2024,Terminated,Class I,MD,United States,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine","Quick & Fresh, Rainbow Berry & Nut Salad W/Dressing, Net Wt. 8.7 Oz. Single Serving, Keep refrigerated","On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",Voluntary: Firm initiated,20230203,20230322,20231017
F-1586-2020,Terminated,Class I,WA,United States,"Spokane Produce, Inc.","Item 83976 Pico De Gallo Salsa Mild, Refrigerated, net wt.	16 OZ, packaged in Plastic Container.","Salmonella Newport. Product contains onion supplied from Thomson International, Inc.",Voluntary: Firm initiated,20200803,20201007,20201008
F-1769-2014,Terminated,Class II,CA,United States,"Helados La Tapatia, Inc","Jamaica Fruit Bar, 3 oz.,.    Helados La Tapatia  Fresno, CA 93706","FDA environmental sampling found 21 of 50 positive for Listeria monocytogenes, 11 of these on food contact surfaces.",Voluntary: Firm initiated,20140319,20140423,20150429
F-1932-2019,Terminated,Class II,MA,United States,"C & S Wholesale Grocers, Inc.",YOPLAIT ORIGINAL KEY LIME PIE YOGURT - 6OZ  UPC: 7047000321,Products were not held at an appropriate temperature due to a mechanical malfunction during transportation.,Voluntary: Firm initiated,20190617,20190731,20190731
F-0932-2017,Terminated,Class II,FL,United States,Sunset Natural Products Inc.,"Liver Energy, 100 capsules per bottle","Pursuant to a consent decree that prohibits the company and its owners for marketing dietary supplements until they, among other things, recall and destroy the dietary supplements that have been manufactured or distributed since April 2, 2014, hire a cGMP expert and receive written permission from FDA to resume operations.",FDA Mandated,20151013,20170104,20170410
F-2168-2015,Terminated,Class II,NJ,United States,"Spiceco, Inc.","Better Valu Chicken Seasoning Net. Wt. 5.25 oz (149 g)  Distributed by: Federated Group, Inc. 3025 W. Salt Creek Lane Arlington Heights, IL 6005 www.better-valu.com  UPC 079807003794",Spiceco is recalling Pride of Szeged Sweet Hungarian Paprika  because it may contain undeclared peanut protein. Spiceco expanded their recall to include additional products that contain the implicated paprika.,Voluntary: Firm initiated,20150129,20150513,20181221
F-1642-2018,Terminated,Class I,IN,United States,"Caito Foods Service, Inc.","Multiple Brands Mixed Melon:    Customer  Product Description  Pack Weight                 UPC      	   Label Description/Brand 	    Walmart 	SALAD SEASONAL FRUIT 4/10Z 	13 oz., UPC: 826766254262 	Freshness Guaranteed label",Products have the potential to be contaminated with Salmonella.,Voluntary: Firm initiated,20180608,20180711,20181018
F-1376-2022,Terminated,Class II,WI,United States,"Morski Brands, Inc.","Dawn's Campfire BBQ Beans, #90125,  Net Wt 8 lb (3.63 kg)  Keep Refrigerated   UPC 0 32345 90125 4.   Mfg By Morski Brands, Inc., Portage, WI  53901",Foreign object (metal).,Voluntary: Firm initiated,20220520,20220622,20250502
F-1819-2017,Terminated,Class II,CA,United States,"VivaCeuticals, Inc. dba Regeneca Worldwide",RegeneSlim,The firm is recalling all herbal and dietary supplements because they were not manufactured in compliance with the current Good Manufacturing Practice regulations for Dietary Supplements.,Voluntary: Firm initiated,20170309,20170412,20170808
F-1481-2017,Terminated,Class II,CA,United States,Bwi Inc,Burts British Hand Cooked Potato Chips  Sea Salt & Malted Vinegar  150gx10 and 40gx20,Product is labeled as gluten free; however was labeled as containing an ingredient with gluten.,Voluntary: Firm initiated,20170130,20170222,20170518
F-1729-2013,Terminated,Class II,MN,United States,"American Importing Co, Inc","Smart Sense Fruit & Granola Trail Mix, Net WT 4.0 oz , UPC 8 83967 29091 8, Distributed by Kmart corporation, Hoffman Estates, Il 60179, Minneapolis, MN 55414.","American Importing Co., d/b/a Amport Foods is voluntarily recalling a limited number of packages of its Amport Foods 16 oz Vanilla Almond Granola because they may contain pliable metal wire mesh fragments from a defective flour sifter from a 3rd party vendor.",Voluntary: Firm initiated,20130225,20130731,20170710
F-1855-2018,Terminated,Class II,IN,United States,"Morgan Foods, Inc.","Tomato Condensed Soup, 26 oz (1 LB 10 OZ) 737 g, 307  x 512  Can, Family Size, 12 cans per tray, shelf stable","Morgan Foods, Inc. initiated a voluntary recall of Tomato Condensed Soup, 26 oz. (1 LB 10 OZ) 737 g can, due to being mislabeled and containing cream of mushroom soup with undeclared allergens milk and soy.",Voluntary: Firm initiated,20180808,20180905,20200429
F-0657-2014,Terminated,Class I,WI,United States,"Garden-Fresh Foods, Inc.","Grandpa Vegetable Bagel Spread, Product Code 0 11596 55905 6, 	1/5 lb","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.",Voluntary: Firm initiated,20131030,20131211,20140313
F-1952-2014,Terminated,Class II,MI,United States,H:20 Innovations LLC,"Meijer Baby Pediatric Electrolyte Fruit Flavor 8oz x 4 with Best by: 10/01/15; 24 bottles per case, 6-4packs",H:20 Innovations is recalling Meijer Brand Baby Pediatric Electrolyte Fruit and Strawberry Flavor 8oz drinks due to a seal defect found during a complaint investigation.,Voluntary: Firm initiated,20140326,20140528,20140801
F-0063-2017,Terminated,Class II,IL,United States,"Gold Standard Baking, Inc.","The Bakery Raspberry Danish | Net Wt 14 OZ (397g) | Distributed By WAL-MART Stores, Inc, Bentonville, AR 72716 | UPC: 605388124487",Presence of small metal shavings.,Voluntary: Firm initiated,20160908,20161019,20190805
F-2802-2015,Terminated,Class II,IL,United States,"Boba Direct, Inc.","Foil bags containing 2.2 lbs. each of mango flavored powder and sold under the Boba Direct, Inc. brand.",Bubble tea powders contain undeclared allergens.,Voluntary: Firm initiated,20130109,20150715,20170814
F-0132-2021,Terminated,Class I,TX,United States,Whole Foods Market,"Fried Chicken Meal with Mac & Cheese, packaged in clear plastic container with printed label product code begins with 247257; Fried Chicken Meal with Mac & Cheese, packaged on hot bar product code begins with 237444",Potential to contain undeclared egg,Voluntary: Firm initiated,20201027,20201202,20201204
